record_id,region,region_cost_index,budget_level,food_category,meal_price_lkr,daily_food_price_lkr,data_origin
18562,North Western Province,1.03,LOW,Street food,435.38,1306.13,reference-derived scenario
18563,Southern Province,1.2,HIGH,Luxury hotel dining,8730.1,26190.3,reference-derived scenario
18564,Southern Province,1.2,LOW,Local cafe,1229.67,3689.02,reference-derived scenario
18565,Northern Province,1.0,MID,Local restaurant,1251.51,3754.53,reference-derived scenario
18566,Upcountry / Central Highlands,1.08,HIGH,Luxury hotel dining,10301.21,30903.62,reference-derived scenario
18567,Sabaragamuwa Province,1.0,LOW,Street food,439.15,1317.45,reference-derived scenario
18568,Northern Province,1.0,LOW,Street food,310.6,931.8,reference-derived scenario
18569,Upcountry / Central Highlands,1.08,MID,Hotel buffet / restaurant,3850.12,11550.36,reference-derived scenario
18570,Eastern Province,1.02,HIGH,High-end seafood,5685.66,17056.99,reference-derived scenario
18571,Southern Province,1.2,HIGH,High-end seafood,6799.16,20397.49,reference-derived scenario
18572,Eastern Province,1.02,LOW,Local cafe,1100.7,3302.11,reference-derived scenario
18573,Southern Province,1.2,MID,Tourist restaurant,2738.94,8216.82,reference-derived scenario
18574,Cultural Triangle / North Central,1.05,LOW,Local rice & curry,720.01,2160.04,reference-derived scenario
18575,Northern Province,1.0,LOW,Street food,275.79,827.36,reference-derived scenario
18576,Eastern Province,1.02,LOW,Local cafe,904.89,2714.68,reference-derived scenario
18577,Upcountry / Central Highlands,1.08,HIGH,High-end seafood,8402.28,25206.83,reference-derived scenario
18578,Southern Province,1.2,MID,Hotel buffet / restaurant,2865.53,8596.6,reference-derived scenario
18579,Western Province,1.18,MID,Tourist restaurant,3091.29,9273.88,reference-derived scenario
18580,Western Province,1.18,HIGH,Premium restaurant,4589.18,13767.54,reference-derived scenario
18581,Uva Province,1.02,LOW,Local rice & curry,638.33,1914.98,reference-derived scenario
18582,Northern Province,1.0,LOW,Street food,344.19,1032.57,reference-derived scenario
18583,North Western Province,1.03,HIGH,Luxury hotel dining,11166.73,33500.19,reference-derived scenario
18584,Sabaragamuwa Province,1.0,MID,Local restaurant,1167.01,3501.02,reference-derived scenario
18585,Western Province,1.18,MID,Hotel buffet / restaurant,3963.31,11889.93,reference-derived scenario
18586,Southern Province,1.2,MID,Local restaurant,1606.86,4820.57,reference-derived scenario
18587,Uva Province,1.02,MID,Tourist restaurant,2146.75,6440.25,reference-derived scenario
18588,Sabaragamuwa Province,1.0,LOW,Local cafe,1053.17,3159.5,reference-derived scenario
18589,Sabaragamuwa Province,1.0,LOW,Local cafe,843.67,2531.01,reference-derived scenario
18590,Cultural Triangle / North Central,1.05,HIGH,Premium restaurant,4763.61,14290.83,reference-derived scenario
18591,Western Province,1.18,MID,Tourist restaurant,2168.74,6506.23,reference-derived scenario
18592,Cultural Triangle / North Central,1.05,MID,Hotel buffet / restaurant,2662.74,7988.22,reference-derived scenario
18593,Sabaragamuwa Province,1.0,MID,Tourist restaurant,2369.63,7108.89,reference-derived scenario
18594,Southern Province,1.2,MID,Tourist restaurant,2428.88,7286.63,reference-derived scenario
18595,North Western Province,1.03,MID,Hotel buffet / restaurant,3250.89,9752.66,reference-derived scenario
18596,Southern Province,1.2,MID,Tourist restaurant,2416.53,7249.6,reference-derived scenario
18597,Northern Province,1.0,MID,Local restaurant,1441.86,4325.57,reference-derived scenario
18598,North Western Province,1.03,MID,Local restaurant,1572.26,4716.78,reference-derived scenario
18599,Southern Province,1.2,MID,Hotel buffet / restaurant,2872.33,8616.98,reference-derived scenario
18600,North Western Province,1.03,LOW,Street food,357.52,1072.56,reference-derived scenario
18601,Cultural Triangle / North Central,1.05,MID,Tourist restaurant,2812.43,8437.28,reference-derived scenario
18602,Western Province,1.18,HIGH,Luxury hotel dining,12950.79,38852.37,reference-derived scenario
18603,Uva Province,1.02,HIGH,Premium restaurant,3929.55,11788.64,reference-derived scenario
18604,North Western Province,1.03,MID,Hotel buffet / restaurant,3019.32,9057.96,reference-derived scenario
18605,Western Province,1.18,HIGH,High-end seafood,9003.34,27010.02,reference-derived scenario
18606,Western Province,1.18,MID,Tourist restaurant,2813.34,8440.01,reference-derived scenario
18607,Uva Province,1.02,MID,Local restaurant,1474.89,4424.67,reference-derived scenario
18608,Western Province,1.18,HIGH,High-end seafood,7156.34,21469.01,reference-derived scenario
18609,North Western Province,1.03,LOW,Local cafe,897.3,2691.91,reference-derived scenario
18610,Sabaragamuwa Province,1.0,MID,Local restaurant,994.47,2983.41,reference-derived scenario
18611,Cultural Triangle / North Central,1.05,HIGH,Luxury hotel dining,7921.37,23764.12,reference-derived scenario
18612,Eastern Province,1.02,MID,Hotel buffet / restaurant,2802.8,8408.41,reference-derived scenario
18613,Upcountry / Central Highlands,1.08,LOW,Local cafe,1214.09,3642.26,reference-derived scenario
18614,Northern Province,1.0,HIGH,Luxury hotel dining,11171.91,33515.73,reference-derived scenario
18615,Northern Province,1.0,MID,Hotel buffet / restaurant,2627.28,7881.85,reference-derived scenario
18616,Northern Province,1.0,LOW,Local rice & curry,570.21,1710.64,reference-derived scenario
18617,North Western Province,1.03,MID,Tourist restaurant,2582.92,7748.77,reference-derived scenario
18618,Sabaragamuwa Province,1.0,LOW,Local cafe,1048.57,3145.7,reference-derived scenario
18619,North Western Province,1.03,LOW,Local cafe,1173.59,3520.76,reference-derived scenario
18620,North Western Province,1.03,LOW,Local rice & curry,826.34,2479.03,reference-derived scenario
18621,Western Province,1.18,LOW,Local rice & curry,796.44,2389.32,reference-derived scenario
18622,North Western Province,1.03,MID,Tourist restaurant,2228.27,6684.82,reference-derived scenario
18623,Eastern Province,1.02,LOW,Local rice & curry,601.81,1805.43,reference-derived scenario
18624,Northern Province,1.0,MID,Hotel buffet / restaurant,3369.22,10107.66,reference-derived scenario
18625,Cultural Triangle / North Central,1.05,LOW,Local rice & curry,769.32,2307.96,reference-derived scenario
18626,Upcountry / Central Highlands,1.08,LOW,Street food,481.56,1444.69,reference-derived scenario
18627,Sabaragamuwa Province,1.0,MID,Local restaurant,1329.25,3987.75,reference-derived scenario
18628,Western Province,1.18,LOW,Local rice & curry,598.46,1795.39,reference-derived scenario
18629,Upcountry / Central Highlands,1.08,LOW,Local rice & curry,691.97,2075.9,reference-derived scenario
18630,Sabaragamuwa Province,1.0,MID,Local restaurant,1028.2,3084.59,reference-derived scenario
18631,Sabaragamuwa Province,1.0,LOW,Local rice & curry,806.23,2418.68,reference-derived scenario
18632,Uva Province,1.02,LOW,Street food,365.82,1097.45,reference-derived scenario
18633,North Western Province,1.03,HIGH,Premium restaurant,5136.56,15409.69,reference-derived scenario
18634,Uva Province,1.02,MID,Hotel buffet / restaurant,2546.59,7639.77,reference-derived scenario
18635,North Western Province,1.03,MID,Tourist restaurant,2748.41,8245.24,reference-derived scenario
18636,Upcountry / Central Highlands,1.08,HIGH,Premium restaurant,4303.53,12910.6,reference-derived scenario
18637,Uva Province,1.02,HIGH,Luxury hotel dining,11667.01,35001.04,reference-derived scenario
18638,Cultural Triangle / North Central,1.05,MID,Local restaurant,1597.11,4791.34,reference-derived scenario
18639,Upcountry / Central Highlands,1.08,MID,Tourist restaurant,2554.95,7664.85,reference-derived scenario
18640,Eastern Province,1.02,MID,Hotel buffet / restaurant,2975.96,8927.89,reference-derived scenario
18641,North Western Province,1.03,MID,Local restaurant,1318.23,3954.68,reference-derived scenario
18642,Uva Province,1.02,LOW,Local rice & curry,574.93,1724.8,reference-derived scenario
18643,Northern Province,1.0,MID,Tourist restaurant,2858.17,8574.52,reference-derived scenario
18644,North Western Province,1.03,LOW,Street food,349.33,1048.0,reference-derived scenario
18645,Eastern Province,1.02,MID,Hotel buffet / restaurant,2965.27,8895.82,reference-derived scenario
18646,Eastern Province,1.02,HIGH,High-end seafood,5468.54,16405.61,reference-derived scenario
18647,Western Province,1.18,LOW,Local rice & curry,815.53,2446.6,reference-derived scenario
18648,Uva Province,1.02,LOW,Local rice & curry,574.47,1723.41,reference-derived scenario
18649,North Western Province,1.03,LOW,Local cafe,1125.41,3376.23,reference-derived scenario
18650,Southern Province,1.2,LOW,Local rice & curry,699.1,2097.3,reference-derived scenario
18651,Uva Province,1.02,HIGH,Premium restaurant,4665.83,13997.5,reference-derived scenario
18652,Cultural Triangle / North Central,1.05,MID,Tourist restaurant,2149.77,6449.32,reference-derived scenario
18653,Western Province,1.18,LOW,Local cafe,1192.98,3578.93,reference-derived scenario
18654,Northern Province,1.0,MID,Local restaurant,1326.88,3980.65,reference-derived scenario
18655,Western Province,1.18,LOW,Local cafe,1040.28,3120.83,reference-derived scenario
18656,Upcountry / Central Highlands,1.08,HIGH,Luxury hotel dining,11804.39,35413.18,reference-derived scenario
18657,Uva Province,1.02,LOW,Local rice & curry,664.89,1994.68,reference-derived scenario
18658,Northern Province,1.0,HIGH,High-end seafood,5817.71,17453.12,reference-derived scenario
18659,Eastern Province,1.02,HIGH,High-end seafood,6614.79,19844.38,reference-derived scenario
18660,Sabaragamuwa Province,1.0,LOW,Local cafe,937.39,2812.17,reference-derived scenario
18661,Eastern Province,1.02,LOW,Local rice & curry,636.37,1909.12,reference-derived scenario
18662,Uva Province,1.02,MID,Tourist restaurant,2535.06,7605.17,reference-derived scenario
18663,Southern Province,1.2,MID,Tourist restaurant,2360.63,7081.88,reference-derived scenario
18664,Sabaragamuwa Province,1.0,LOW,Local cafe,868.1,2604.31,reference-derived scenario
18665,Eastern Province,1.02,LOW,Street food,421.51,1264.52,reference-derived scenario
18666,Southern Province,1.2,LOW,Street food,340.42,1021.27,reference-derived scenario
18667,Eastern Province,1.02,LOW,Local rice & curry,706.52,2119.57,reference-derived scenario
18668,Eastern Province,1.02,HIGH,Luxury hotel dining,9448.29,28344.88,reference-derived scenario
18669,Southern Province,1.2,MID,Local restaurant,1333.19,3999.58,reference-derived scenario
18670,Northern Province,1.0,MID,Tourist restaurant,1915.73,5747.2,reference-derived scenario
18671,Cultural Triangle / North Central,1.05,LOW,Local rice & curry,610.69,1832.07,reference-derived scenario
18672,Western Province,1.18,LOW,Local cafe,907.8,2723.4,reference-derived scenario
18673,Cultural Triangle / North Central,1.05,MID,Tourist restaurant,2196.03,6588.09,reference-derived scenario
18674,Uva Province,1.02,LOW,Local rice & curry,627.13,1881.39,reference-derived scenario
18675,Eastern Province,1.02,LOW,Street food,287.23,861.69,reference-derived scenario
18676,Eastern Province,1.02,HIGH,Luxury hotel dining,8567.75,25703.25,reference-derived scenario
18677,Sabaragamuwa Province,1.0,HIGH,Luxury hotel dining,11023.78,33071.34,reference-derived scenario
18678,Southern Province,1.2,LOW,Street food,482.78,1448.34,reference-derived scenario
18679,Upcountry / Central Highlands,1.08,HIGH,High-end seafood,7907.9,23723.69,reference-derived scenario
18680,Southern Province,1.2,HIGH,Premium restaurant,5799.09,17397.27,reference-derived scenario
18681,Eastern Province,1.02,MID,Hotel buffet / restaurant,2584.21,7752.62,reference-derived scenario
18682,Upcountry / Central Highlands,1.08,LOW,Local cafe,870.36,2611.08,reference-derived scenario
18683,Upcountry / Central Highlands,1.08,LOW,Local cafe,994.17,2982.52,reference-derived scenario
18684,Eastern Province,1.02,LOW,Local cafe,902.0,2706.0,reference-derived scenario
18685,Northern Province,1.0,HIGH,Premium restaurant,5450.89,16352.68,reference-derived scenario
18686,North Western Province,1.03,MID,Local restaurant,1003.43,3010.28,reference-derived scenario
18687,Cultural Triangle / North Central,1.05,MID,Local restaurant,1013.99,3041.98,reference-derived scenario
18688,Cultural Triangle / North Central,1.05,MID,Local restaurant,1347.71,4043.13,reference-derived scenario
18689,Northern Province,1.0,LOW,Local rice & curry,525.3,1575.89,reference-derived scenario
18690,Western Province,1.18,MID,Local restaurant,1146.57,3439.72,reference-derived scenario
18691,Upcountry / Central Highlands,1.08,HIGH,High-end seafood,5695.73,17087.18,reference-derived scenario
18692,Sabaragamuwa Province,1.0,HIGH,Premium restaurant,4194.92,12584.75,reference-derived scenario
18693,Southern Province,1.2,HIGH,Luxury hotel dining,12421.3,37263.89,reference-derived scenario
18694,Northern Province,1.0,MID,Local restaurant,1147.87,3443.62,reference-derived scenario
18695,Southern Province,1.2,HIGH,Luxury hotel dining,11442.77,34328.32,reference-derived scenario
18696,Upcountry / Central Highlands,1.08,LOW,Local cafe,1146.34,3439.03,reference-derived scenario
18697,Sabaragamuwa Province,1.0,MID,Local restaurant,1008.48,3025.43,reference-derived scenario
18698,North Western Province,1.03,LOW,Local rice & curry,574.11,1722.34,reference-derived scenario
18699,Southern Province,1.2,LOW,Local rice & curry,924.15,2772.46,reference-derived scenario
18700,Sabaragamuwa Province,1.0,MID,Tourist restaurant,2667.82,8003.47,reference-derived scenario
18701,Uva Province,1.02,MID,Tourist restaurant,2373.36,7120.07,reference-derived scenario
18702,Eastern Province,1.02,LOW,Local rice & curry,637.04,1911.11,reference-derived scenario
18703,North Western Province,1.03,LOW,Street food,311.25,933.75,reference-derived scenario
18704,North Western Province,1.03,HIGH,Premium restaurant,4150.0,12450.0,reference-derived scenario
18705,Sabaragamuwa Province,1.0,LOW,Local cafe,773.23,2319.68,reference-derived scenario
18706,Sabaragamuwa Province,1.0,HIGH,High-end seafood,5678.72,17036.17,reference-derived scenario
18707,North Western Province,1.03,MID,Local restaurant,1405.29,4215.86,reference-derived scenario
18708,Northern Province,1.0,MID,Hotel buffet / restaurant,2651.82,7955.47,reference-derived scenario
18709,Eastern Province,1.02,MID,Hotel buffet / restaurant,2514.88,7544.65,reference-derived scenario
18710,Western Province,1.18,HIGH,High-end seafood,7737.63,23212.88,reference-derived scenario
18711,Sabaragamuwa Province,1.0,MID,Hotel buffet / restaurant,2483.73,7451.18,reference-derived scenario
18712,Eastern Province,1.02,LOW,Local cafe,979.93,2939.8,reference-derived scenario
18713,Cultural Triangle / North Central,1.05,LOW,Local rice & curry,571.19,1713.57,reference-derived scenario
18714,Uva Province,1.02,LOW,Street food,279.63,838.88,reference-derived scenario
18715,Eastern Province,1.02,LOW,Street food,441.23,1323.7,reference-derived scenario
18716,Cultural Triangle / North Central,1.05,HIGH,Luxury hotel dining,8585.88,25757.64,reference-derived scenario
18717,Upcountry / Central Highlands,1.08,HIGH,Luxury hotel dining,7650.08,22950.25,reference-derived scenario
18718,Northern Province,1.0,MID,Local restaurant,1322.44,3967.31,reference-derived scenario
18719,Western Province,1.18,MID,Hotel buffet / restaurant,3059.35,9178.05,reference-derived scenario
18720,Western Province,1.18,HIGH,High-end seafood,6457.99,19373.96,reference-derived scenario
18721,Southern Province,1.2,LOW,Street food,502.84,1508.51,reference-derived scenario
18722,Uva Province,1.02,LOW,Local cafe,1136.92,3410.75,reference-derived scenario
18723,Eastern Province,1.02,LOW,Street food,401.14,1203.42,reference-derived scenario
18724,Uva Province,1.02,MID,Tourist restaurant,2331.46,6994.37,reference-derived scenario
18725,Upcountry / Central Highlands,1.08,LOW,Local rice & curry,878.58,2635.73,reference-derived scenario
18726,Upcountry / Central Highlands,1.08,LOW,Local rice & curry,890.57,2671.71,reference-derived scenario
18727,Upcountry / Central Highlands,1.08,MID,Tourist restaurant,2315.41,6946.22,reference-derived scenario
18728,Cultural Triangle / North Central,1.05,LOW,Local cafe,783.76,2351.27,reference-derived scenario
18729,Cultural Triangle / North Central,1.05,LOW,Local cafe,1018.81,3056.44,reference-derived scenario
18730,Eastern Province,1.02,MID,Tourist restaurant,2191.99,6575.98,reference-derived scenario
18731,Cultural Triangle / North Central,1.05,LOW,Local cafe,880.19,2640.58,reference-derived scenario
18732,North Western Province,1.03,LOW,Street food,303.13,909.38,reference-derived scenario
18733,Uva Province,1.02,LOW,Local rice & curry,606.77,1820.31,reference-derived scenario
18734,Cultural Triangle / North Central,1.05,LOW,Street food,456.99,1370.98,reference-derived scenario
18735,Northern Province,1.0,HIGH,High-end seafood,6230.82,18692.47,reference-derived scenario
18736,Southern Province,1.2,LOW,Street food,413.6,1240.8,reference-derived scenario
18737,Eastern Province,1.02,HIGH,High-end seafood,6866.79,20600.36,reference-derived scenario
18738,North Western Province,1.03,HIGH,Premium restaurant,5554.53,16663.6,reference-derived scenario
18739,North Western Province,1.03,MID,Tourist restaurant,2577.03,7731.09,reference-derived scenario
18740,Upcountry / Central Highlands,1.08,LOW,Street food,306.88,920.64,reference-derived scenario
18741,Eastern Province,1.02,LOW,Street food,367.78,1103.35,reference-derived scenario
18742,Northern Province,1.0,LOW,Local cafe,887.39,2662.18,reference-derived scenario
18743,Northern Province,1.0,LOW,Street food,406.85,1220.54,reference-derived scenario
18744,Southern Province,1.2,LOW,Local rice & curry,713.86,2141.58,reference-derived scenario
18745,Eastern Province,1.02,MID,Hotel buffet / restaurant,2240.44,6721.32,reference-derived scenario
18746,Northern Province,1.0,MID,Hotel buffet / restaurant,3500.21,10500.63,reference-derived scenario
18747,North Western Province,1.03,LOW,Street food,298.6,895.79,reference-derived scenario
18748,Cultural Triangle / North Central,1.05,MID,Tourist restaurant,2631.46,7894.38,reference-derived scenario
18749,Sabaragamuwa Province,1.0,HIGH,High-end seafood,5874.86,17624.59,reference-derived scenario
18750,Southern Province,1.2,LOW,Local rice & curry,608.5,1825.51,reference-derived scenario
18751,Northern Province,1.0,LOW,Local rice & curry,675.53,2026.58,reference-derived scenario
18752,Upcountry / Central Highlands,1.08,HIGH,High-end seafood,6845.01,20535.04,reference-derived scenario
18753,Upcountry / Central Highlands,1.08,HIGH,Premium restaurant,6138.34,18415.01,reference-derived scenario
18754,Eastern Province,1.02,LOW,Local rice & curry,801.79,2405.38,reference-derived scenario
18755,Western Province,1.18,LOW,Street food,425.41,1276.22,reference-derived scenario
18756,Southern Province,1.2,MID,Local restaurant,1449.07,4347.2,reference-derived scenario
18757,Northern Province,1.0,HIGH,High-end seafood,6364.89,19094.66,reference-derived scenario
18758,Uva Province,1.02,HIGH,Luxury hotel dining,9221.02,27663.05,reference-derived scenario
18759,Uva Province,1.02,MID,Tourist restaurant,2835.06,8505.19,reference-derived scenario
18760,Upcountry / Central Highlands,1.08,MID,Tourist restaurant,2102.6,6307.8,reference-derived scenario
18761,Sabaragamuwa Province,1.0,LOW,Local cafe,780.27,2340.81,reference-derived scenario
18762,Eastern Province,1.02,LOW,Local rice & curry,709.79,2129.36,reference-derived scenario
18763,Sabaragamuwa Province,1.0,MID,Local restaurant,1453.22,4359.66,reference-derived scenario
18764,Upcountry / Central Highlands,1.08,LOW,Local rice & curry,866.3,2598.9,reference-derived scenario
18765,Cultural Triangle / North Central,1.05,MID,Local restaurant,1137.2,3411.59,reference-derived scenario
18766,Uva Province,1.02,MID,Hotel buffet / restaurant,3276.58,9829.75,reference-derived scenario
18767,Cultural Triangle / North Central,1.05,MID,Hotel buffet / restaurant,2399.86,7199.58,reference-derived scenario
18768,Northern Province,1.0,MID,Local restaurant,1171.55,3514.66,reference-derived scenario
18769,Northern Province,1.0,MID,Local restaurant,1071.88,3215.64,reference-derived scenario
18770,Western Province,1.18,HIGH,Premium restaurant,4204.89,12614.66,reference-derived scenario
18771,Sabaragamuwa Province,1.0,LOW,Local rice & curry,806.0,2417.99,reference-derived scenario
18772,Northern Province,1.0,HIGH,High-end seafood,5126.57,15379.71,reference-derived scenario
18773,Eastern Province,1.02,MID,Local restaurant,982.32,2946.96,reference-derived scenario
18774,Upcountry / Central Highlands,1.08,LOW,Local cafe,839.4,2518.19,reference-derived scenario
18775,Western Province,1.18,LOW,Local cafe,983.57,2950.72,reference-derived scenario
18776,Southern Province,1.2,HIGH,High-end seafood,7465.63,22396.88,reference-derived scenario
18777,Northern Province,1.0,HIGH,High-end seafood,7693.21,23079.64,reference-derived scenario
18778,Western Province,1.18,LOW,Local cafe,1324.3,3972.91,reference-derived scenario
18779,Sabaragamuwa Province,1.0,MID,Hotel buffet / restaurant,3499.55,10498.65,reference-derived scenario
18780,Eastern Province,1.02,MID,Tourist restaurant,2184.21,6552.63,reference-derived scenario
18781,Uva Province,1.02,MID,Tourist restaurant,2706.65,8119.94,reference-derived scenario
18782,Southern Province,1.2,HIGH,High-end seafood,9534.31,28602.93,reference-derived scenario
18783,Northern Province,1.0,LOW,Street food,323.19,969.58,reference-derived scenario
18784,Sabaragamuwa Province,1.0,HIGH,Luxury hotel dining,7821.02,23463.07,reference-derived scenario
18785,Southern Province,1.2,HIGH,Premium restaurant,6072.86,18218.59,reference-derived scenario
18786,Eastern Province,1.02,HIGH,Luxury hotel dining,8677.87,26033.62,reference-derived scenario
18787,Sabaragamuwa Province,1.0,HIGH,High-end seafood,6398.47,19195.42,reference-derived scenario
18788,Southern Province,1.2,MID,Hotel buffet / restaurant,2665.73,7997.2,reference-derived scenario
18789,Southern Province,1.2,MID,Hotel buffet / restaurant,3896.09,11688.26,reference-derived scenario
18790,Sabaragamuwa Province,1.0,MID,Tourist restaurant,2559.02,7677.06,reference-derived scenario
18791,Southern Province,1.2,MID,Tourist restaurant,3394.29,10182.87,reference-derived scenario
18792,Eastern Province,1.02,LOW,Local cafe,976.81,2930.42,reference-derived scenario
18793,Northern Province,1.0,HIGH,Luxury hotel dining,11323.96,33971.87,reference-derived scenario
18794,Southern Province,1.2,LOW,Local rice & curry,707.85,2123.54,reference-derived scenario
18795,Uva Province,1.02,MID,Hotel buffet / restaurant,3131.27,9393.81,reference-derived scenario
18796,Western Province,1.18,LOW,Local cafe,979.54,2938.63,reference-derived scenario
18797,Southern Province,1.2,MID,Tourist restaurant,2638.5,7915.49,reference-derived scenario
18798,Western Province,1.18,HIGH,Premium restaurant,5393.99,16181.97,reference-derived scenario
18799,Upcountry / Central Highlands,1.08,HIGH,Luxury hotel dining,10286.83,30860.5,reference-derived scenario
18800,Eastern Province,1.02,MID,Hotel buffet / restaurant,2350.18,7050.53,reference-derived scenario
18801,Western Province,1.18,MID,Local restaurant,1513.42,4540.25,reference-derived scenario
18802,Western Province,1.18,LOW,Local cafe,948.64,2845.91,reference-derived scenario
18803,Sabaragamuwa Province,1.0,MID,Tourist restaurant,2011.32,6033.97,reference-derived scenario
18804,Sabaragamuwa Province,1.0,MID,Local restaurant,1531.4,4594.19,reference-derived scenario
18805,Western Province,1.18,MID,Tourist restaurant,2165.51,6496.52,reference-derived scenario
18806,Sabaragamuwa Province,1.0,HIGH,Luxury hotel dining,8456.5,25369.51,reference-derived scenario
18807,Upcountry / Central Highlands,1.08,MID,Tourist restaurant,3095.26,9285.77,reference-derived scenario
18808,Northern Province,1.0,MID,Tourist restaurant,2098.55,6295.64,reference-derived scenario
18809,Eastern Province,1.02,MID,Tourist restaurant,2845.84,8537.51,reference-derived scenario
18810,Upcountry / Central Highlands,1.08,MID,Tourist restaurant,3077.58,9232.73,reference-derived scenario
18811,Northern Province,1.0,HIGH,Luxury hotel dining,7988.28,23964.85,reference-derived scenario
18812,Western Province,1.18,MID,Local restaurant,1211.81,3635.42,reference-derived scenario
18813,Uva Province,1.02,LOW,Local rice & curry,826.23,2478.68,reference-derived scenario
18814,Upcountry / Central Highlands,1.08,LOW,Local cafe,1093.95,3281.86,reference-derived scenario
18815,Western Province,1.18,LOW,Street food,327.99,983.98,reference-derived scenario
18816,Northern Province,1.0,HIGH,Premium restaurant,4358.33,13075.0,reference-derived scenario
18817,Sabaragamuwa Province,1.0,LOW,Local rice & curry,662.35,1987.04,reference-derived scenario
18818,Uva Province,1.02,HIGH,Luxury hotel dining,9743.6,29230.79,reference-derived scenario
18819,Southern Province,1.2,MID,Hotel buffet / restaurant,3906.93,11720.78,reference-derived scenario
18820,Western Province,1.18,HIGH,Luxury hotel dining,10388.29,31164.86,reference-derived scenario
18821,Western Province,1.18,MID,Local restaurant,1240.37,3721.12,reference-derived scenario
18822,Upcountry / Central Highlands,1.08,LOW,Local cafe,945.96,2837.89,reference-derived scenario
18823,Uva Province,1.02,MID,Local restaurant,1511.05,4533.14,reference-derived scenario
18824,North Western Province,1.03,LOW,Local cafe,1058.09,3174.26,reference-derived scenario
18825,Northern Province,1.0,MID,Local restaurant,1520.74,4562.21,reference-derived scenario
18826,Upcountry / Central Highlands,1.08,MID,Tourist restaurant,2381.38,7144.15,reference-derived scenario
18827,Eastern Province,1.02,MID,Local restaurant,1419.96,4259.89,reference-derived scenario
18828,Eastern Province,1.02,MID,Local restaurant,1004.91,3014.73,reference-derived scenario
18829,Sabaragamuwa Province,1.0,LOW,Street food,334.71,1004.14,reference-derived scenario
18830,Western Province,1.18,LOW,Local cafe,917.93,2753.79,reference-derived scenario
18831,Cultural Triangle / North Central,1.05,MID,Local restaurant,1263.86,3791.57,reference-derived scenario
18832,Southern Province,1.2,HIGH,Premium restaurant,4522.39,13567.17,reference-derived scenario
18833,Cultural Triangle / North Central,1.05,MID,Tourist restaurant,2290.22,6870.65,reference-derived scenario
18834,Western Province,1.18,HIGH,Luxury hotel dining,10951.31,32853.93,reference-derived scenario
18835,Southern Province,1.2,LOW,Local cafe,1327.66,3982.97,reference-derived scenario
18836,Cultural Triangle / North Central,1.05,LOW,Street food,403.66,1210.98,reference-derived scenario
18837,Eastern Province,1.02,LOW,Street food,456.81,1370.43,reference-derived scenario
18838,North Western Province,1.03,LOW,Street food,397.78,1193.34,reference-derived scenario
18839,Cultural Triangle / North Central,1.05,LOW,Street food,295.52,886.56,reference-derived scenario
18840,Cultural Triangle / North Central,1.05,LOW,Local rice & curry,804.34,2413.01,reference-derived scenario
18841,Uva Province,1.02,MID,Local restaurant,1112.68,3338.04,reference-derived scenario
18842,Northern Province,1.0,MID,Hotel buffet / restaurant,2370.65,7111.95,reference-derived scenario
18843,Uva Province,1.02,MID,Tourist restaurant,2762.28,8286.84,reference-derived scenario
18844,Cultural Triangle / North Central,1.05,MID,Tourist restaurant,2253.61,6760.84,reference-derived scenario
18845,Uva Province,1.02,MID,Hotel buffet / restaurant,2666.9,8000.7,reference-derived scenario
18846,Eastern Province,1.02,HIGH,Premium restaurant,3780.75,11342.25,reference-derived scenario
18847,North Western Province,1.03,MID,Tourist restaurant,2037.92,6113.75,reference-derived scenario
18848,Uva Province,1.02,LOW,Local cafe,922.14,2766.42,reference-derived scenario
18849,Sabaragamuwa Province,1.0,MID,Hotel buffet / restaurant,3580.62,10741.86,reference-derived scenario
18850,Uva Province,1.02,LOW,Local rice & curry,733.41,2200.23,reference-derived scenario
18851,Uva Province,1.02,MID,Local restaurant,1245.21,3735.62,reference-derived scenario
18852,Upcountry / Central Highlands,1.08,HIGH,Premium restaurant,5851.67,17555.02,reference-derived scenario
18853,Western Province,1.18,LOW,Street food,412.96,1238.89,reference-derived scenario
18854,Sabaragamuwa Province,1.0,MID,Tourist restaurant,1838.72,5516.15,reference-derived scenario
18855,North Western Province,1.03,HIGH,Luxury hotel dining,7941.11,23823.32,reference-derived scenario
18856,Cultural Triangle / North Central,1.05,MID,Hotel buffet / restaurant,3690.7,11072.11,reference-derived scenario
18857,North Western Province,1.03,MID,Tourist restaurant,2007.33,6021.98,reference-derived scenario
18858,Western Province,1.18,MID,Local restaurant,1721.0,5163.01,reference-derived scenario
18859,Northern Province,1.0,HIGH,Premium restaurant,4999.27,14997.8,reference-derived scenario
18860,Uva Province,1.02,MID,Hotel buffet / restaurant,3327.62,9982.87,reference-derived scenario
18861,North Western Province,1.03,LOW,Local cafe,838.3,2514.89,reference-derived scenario
18862,Eastern Province,1.02,MID,Hotel buffet / restaurant,2298.19,6894.58,reference-derived scenario
18863,Sabaragamuwa Province,1.0,LOW,Local cafe,967.79,2903.38,reference-derived scenario
18864,Northern Province,1.0,MID,Local restaurant,1066.54,3199.62,reference-derived scenario
18865,Cultural Triangle / North Central,1.05,LOW,Local cafe,801.62,2404.87,reference-derived scenario
18866,Eastern Province,1.02,LOW,Local rice & curry,529.17,1587.52,reference-derived scenario
18867,Upcountry / Central Highlands,1.08,LOW,Street food,389.28,1167.84,reference-derived scenario
