record_id,region,region_cost_index,budget_level,accommodation_type,travellers,rooms,nightly_price_lkr,data_origin
19914,Western Province,1.18,MID,Budget guesthouse,14,7,6393.08,reference-derived scenario
19915,Sabaragamuwa Province,1.0,MID,Mid-range hotel / 3-star,7,4,17034.91,reference-derived scenario
19916,Western Province,1.18,MID,Serviced apartment,11,6,25504.29,reference-derived scenario
19917,Uva Province,1.02,HIGH,Luxury resort,5,3,86037.05,reference-derived scenario
19918,Uva Province,1.02,MID,Serviced apartment,20,10,16143.88,reference-derived scenario
19919,Sabaragamuwa Province,1.0,LOW,Budget guesthouse,16,8,4928.13,reference-derived scenario
19920,Uva Province,1.02,MID,Homestay,7,4,5165.4,reference-derived scenario
19921,Western Province,1.18,MID,Serviced apartment,18,9,20340.84,reference-derived scenario
19922,North Western Province,1.03,MID,Boutique guesthouse,18,9,23807.92,reference-derived scenario
19923,Northern Province,1.0,LOW,Homestay,15,8,4220.7,reference-derived scenario
19924,Eastern Province,1.02,HIGH,Luxury / 5-star hotel,3,2,80047.05,reference-derived scenario
19925,Eastern Province,1.02,MID,Mid-range villa,4,2,19422.71,reference-derived scenario
19926,Southern Province,1.2,MID,Boutique guesthouse,6,3,27725.78,reference-derived scenario
19927,Upcountry / Central Highlands,1.08,LOW,Hostel / dorm,3,2,3210.98,reference-derived scenario
19928,Eastern Province,1.02,LOW,Hostel / dorm,6,3,2930.5,reference-derived scenario
19929,Sabaragamuwa Province,1.0,LOW,Homestay,5,3,4412.38,reference-derived scenario
19930,Cultural Triangle / North Central,1.05,MID,Homestay,5,3,5265.04,reference-derived scenario
19931,Western Province,1.18,MID,Budget hotel / 1-2 star,19,10,10625.24,reference-derived scenario
19932,Western Province,1.18,MID,Boutique guesthouse,14,7,21886.73,reference-derived scenario
19933,Sabaragamuwa Province,1.0,MID,Mid-range villa,5,3,16844.6,reference-derived scenario
19934,North Western Province,1.03,LOW,Hostel / dorm,11,6,2743.28,reference-derived scenario
19935,Northern Province,1.0,LOW,Budget guesthouse,9,5,4905.72,reference-derived scenario
19936,Upcountry / Central Highlands,1.08,LOW,Budget hotel / 1-2 star,9,5,7617.26,reference-derived scenario
19937,Sabaragamuwa Province,1.0,HIGH,Boutique guesthouse,17,9,26779.72,reference-derived scenario
19938,Upcountry / Central Highlands,1.08,HIGH,Boutique guesthouse,15,8,26685.12,reference-derived scenario
19939,Northern Province,1.0,MID,Mid-range villa,16,8,20690.01,reference-derived scenario
19940,Western Province,1.18,MID,Boutique guesthouse,12,6,31194.51,reference-derived scenario
19941,Eastern Province,1.02,MID,Homestay,17,9,3805.32,reference-derived scenario
19942,North Western Province,1.03,HIGH,Boutique guesthouse,13,7,19802.48,reference-derived scenario
19943,Southern Province,1.2,LOW,Homestay,18,9,5747.55,reference-derived scenario
19944,Eastern Province,1.02,MID,Budget hotel / 1-2 star,11,6,9826.02,reference-derived scenario
19945,Southern Province,1.2,LOW,Budget hotel / 1-2 star,20,10,9988.93,reference-derived scenario
19946,Northern Province,1.0,MID,Budget hotel / 1-2 star,13,7,8549.04,reference-derived scenario
19947,Eastern Province,1.02,MID,Homestay,15,8,3867.11,reference-derived scenario
19948,Upcountry / Central Highlands,1.08,HIGH,Luxury / 4-star hotel,5,3,45141.19,reference-derived scenario
19949,Uva Province,1.02,LOW,Hostel / dorm,3,2,2982.35,reference-derived scenario
19950,Cultural Triangle / North Central,1.05,MID,Hostel / dorm,8,4,2952.16,reference-derived scenario
19951,Western Province,1.18,MID,Homestay,4,2,4564.91,reference-derived scenario
19952,Eastern Province,1.02,MID,Boutique guesthouse,14,7,24612.43,reference-derived scenario
19953,Western Province,1.18,MID,Boutique guesthouse,4,2,23257.98,reference-derived scenario
19954,Sabaragamuwa Province,1.0,MID,Mid-range villa,20,10,19868.39,reference-derived scenario
19955,Eastern Province,1.02,MID,Serviced apartment,18,9,19660.79,reference-derived scenario
19956,Northern Province,1.0,HIGH,Luxury resort,2,1,77576.83,reference-derived scenario
19957,Upcountry / Central Highlands,1.08,LOW,Budget guesthouse,15,8,6153.2,reference-derived scenario
19958,Sabaragamuwa Province,1.0,LOW,Homestay,15,8,3778.9,reference-derived scenario
19959,Northern Province,1.0,HIGH,Luxury resort,7,4,68392.47,reference-derived scenario
19960,Sabaragamuwa Province,1.0,LOW,Hostel / dorm,18,9,2587.75,reference-derived scenario
19961,North Western Province,1.03,LOW,Budget guesthouse,19,10,5299.28,reference-derived scenario
19962,Western Province,1.18,LOW,Hostel / dorm,3,2,3060.74,reference-derived scenario
19963,Eastern Province,1.02,MID,Mid-range villa,2,1,16985.03,reference-derived scenario
19964,Uva Province,1.02,LOW,Budget hotel / 1-2 star,14,7,7784.18,reference-derived scenario
19965,Upcountry / Central Highlands,1.08,HIGH,Luxury resort,6,3,72095.08,reference-derived scenario
19966,Eastern Province,1.02,LOW,Budget guesthouse,18,9,6606.99,reference-derived scenario
19967,Sabaragamuwa Province,1.0,HIGH,Luxury / 4-star hotel,8,4,39573.74,reference-derived scenario
19968,North Western Province,1.03,HIGH,Mid-range villa,8,4,22480.36,reference-derived scenario
19969,Upcountry / Central Highlands,1.08,LOW,Homestay,17,9,4467.37,reference-derived scenario
19970,Eastern Province,1.02,MID,Budget hotel / 1-2 star,8,4,7530.3,reference-derived scenario
19971,Uva Province,1.02,MID,Budget hotel / 1-2 star,14,7,8070.23,reference-derived scenario
19972,North Western Province,1.03,LOW,Hostel / dorm,10,5,2783.07,reference-derived scenario
19973,Northern Province,1.0,MID,Mid-range villa,16,8,17620.21,reference-derived scenario
19974,Uva Province,1.02,LOW,Budget hotel / 1-2 star,1,1,9726.23,reference-derived scenario
19975,Southern Province,1.2,LOW,Hostel / dorm,5,3,3314.75,reference-derived scenario
19976,Eastern Province,1.02,MID,Budget guesthouse,15,8,6551.78,reference-derived scenario
19977,Uva Province,1.02,HIGH,Luxury / 5-star hotel,3,2,67501.68,reference-derived scenario
19978,Western Province,1.18,HIGH,Mid-range villa,1,1,21077.07,reference-derived scenario
19979,Northern Province,1.0,LOW,Hostel / dorm,15,8,2757.11,reference-derived scenario
19980,Upcountry / Central Highlands,1.08,MID,Budget hotel / 1-2 star,18,9,9529.0,reference-derived scenario
19981,Cultural Triangle / North Central,1.05,LOW,Budget hotel / 1-2 star,16,8,9075.75,reference-derived scenario
19982,North Western Province,1.03,MID,Serviced apartment,1,1,17451.99,reference-derived scenario
19983,North Western Province,1.03,LOW,Budget hotel / 1-2 star,19,10,7599.83,reference-derived scenario
19984,Southern Province,1.2,MID,Serviced apartment,5,3,20666.59,reference-derived scenario
19985,Eastern Province,1.02,LOW,Budget hotel / 1-2 star,5,3,6804.29,reference-derived scenario
19986,Upcountry / Central Highlands,1.08,LOW,Budget guesthouse,11,6,5368.89,reference-derived scenario
19987,Upcountry / Central Highlands,1.08,HIGH,Serviced apartment,2,1,22061.93,reference-derived scenario
19988,Upcountry / Central Highlands,1.08,HIGH,Luxury / 4-star hotel,2,1,31583.6,reference-derived scenario
19989,North Western Province,1.03,LOW,Hostel / dorm,16,8,2677.7,reference-derived scenario
19990,Western Province,1.18,HIGH,Luxury / 4-star hotel,5,3,43326.7,reference-derived scenario
19991,Southern Province,1.2,HIGH,Luxury / 5-star hotel,17,9,89430.28,reference-derived scenario
19992,Upcountry / Central Highlands,1.08,LOW,Budget hotel / 1-2 star,15,8,8560.11,reference-derived scenario
19993,Southern Province,1.2,LOW,Hostel / dorm,4,2,2751.74,reference-derived scenario
19994,Sabaragamuwa Province,1.0,MID,Boutique guesthouse,3,2,25055.6,reference-derived scenario
19995,Southern Province,1.2,LOW,Budget hotel / 1-2 star,3,2,8315.64,reference-derived scenario
19996,Northern Province,1.0,LOW,Homestay,1,1,4192.37,reference-derived scenario
19997,Cultural Triangle / North Central,1.05,LOW,Homestay,18,9,4587.47,reference-derived scenario
19998,Western Province,1.18,MID,Mid-range hotel / 3-star,8,4,16482.59,reference-derived scenario
19999,Southern Province,1.2,MID,Budget hotel / 1-2 star,9,5,11332.05,reference-derived scenario
20000,Southern Province,1.2,MID,Serviced apartment,12,6,18807.45,reference-derived scenario
20001,Sabaragamuwa Province,1.0,MID,Mid-range hotel / 3-star,1,1,13215.67,reference-derived scenario
20002,North Western Province,1.03,LOW,Budget guesthouse,14,7,6173.08,reference-derived scenario
20003,Cultural Triangle / North Central,1.05,MID,Homestay,7,4,4121.6,reference-derived scenario
20004,Southern Province,1.2,MID,Budget guesthouse,16,8,6731.78,reference-derived scenario
20005,Uva Province,1.02,LOW,Budget guesthouse,3,2,5378.2,reference-derived scenario
20006,Southern Province,1.2,LOW,Homestay,16,8,4648.82,reference-derived scenario
20007,Northern Province,1.0,LOW,Budget guesthouse,2,1,5030.73,reference-derived scenario
20008,Uva Province,1.02,MID,Mid-range villa,20,10,19671.74,reference-derived scenario
20009,Northern Province,1.0,LOW,Homestay,20,10,3713.74,reference-derived scenario
20010,Western Province,1.18,LOW,Homestay,18,9,5823.28,reference-derived scenario
20011,Southern Province,1.2,MID,Budget hotel / 1-2 star,18,9,10812.07,reference-derived scenario
20012,Southern Province,1.2,HIGH,Private villa,8,4,72212.18,reference-derived scenario
20013,Cultural Triangle / North Central,1.05,LOW,Homestay,4,2,5254.52,reference-derived scenario
20014,Cultural Triangle / North Central,1.05,HIGH,Boutique hotel / villa,16,8,49393.03,reference-derived scenario
20015,Eastern Province,1.02,LOW,Hostel / dorm,1,1,2102.31,reference-derived scenario
20016,Uva Province,1.02,HIGH,Mid-range villa,8,4,19223.77,reference-derived scenario
20017,Southern Province,1.2,LOW,Hostel / dorm,13,7,3139.99,reference-derived scenario
20018,Sabaragamuwa Province,1.0,MID,Homestay,15,8,5035.88,reference-derived scenario
20019,Cultural Triangle / North Central,1.05,HIGH,Boutique guesthouse,13,7,20947.55,reference-derived scenario
20020,Eastern Province,1.02,HIGH,Private villa,17,9,66959.38,reference-derived scenario
20021,Northern Province,1.0,HIGH,Private villa,17,9,60007.34,reference-derived scenario
20022,Southern Province,1.2,MID,Budget hotel / 1-2 star,6,3,7877.0,reference-derived scenario
20023,Sabaragamuwa Province,1.0,MID,Budget guesthouse,12,6,4733.65,reference-derived scenario
20024,Northern Province,1.0,LOW,Hostel / dorm,10,5,2503.6,reference-derived scenario
20025,Southern Province,1.2,LOW,Homestay,6,3,4505.1,reference-derived scenario
20026,Cultural Triangle / North Central,1.05,LOW,Budget hotel / 1-2 star,5,3,8435.52,reference-derived scenario
20027,Sabaragamuwa Province,1.0,MID,Boutique guesthouse,19,10,21403.77,reference-derived scenario
20028,Eastern Province,1.02,LOW,Homestay,7,4,4929.75,reference-derived scenario
20029,Southern Province,1.2,LOW,Homestay,17,9,6120.56,reference-derived scenario
20030,Eastern Province,1.02,HIGH,Boutique hotel / villa,5,3,48982.64,reference-derived scenario
20031,North Western Province,1.03,LOW,Budget guesthouse,10,5,5525.56,reference-derived scenario
20032,North Western Province,1.03,LOW,Budget hotel / 1-2 star,19,10,8771.03,reference-derived scenario
20033,Southern Province,1.2,HIGH,Boutique hotel / villa,18,9,52007.86,reference-derived scenario
20034,Cultural Triangle / North Central,1.05,LOW,Budget guesthouse,12,6,6915.63,reference-derived scenario
20035,Eastern Province,1.02,LOW,Homestay,18,9,5218.68,reference-derived scenario
20036,Upcountry / Central Highlands,1.08,HIGH,Private villa,10,5,68856.22,reference-derived scenario
20037,North Western Province,1.03,MID,Hostel / dorm,12,6,2322.11,reference-derived scenario
20038,North Western Province,1.03,LOW,Homestay,5,3,5042.83,reference-derived scenario
20039,Northern Province,1.0,LOW,Hostel / dorm,18,9,2303.31,reference-derived scenario
20040,North Western Province,1.03,HIGH,Mid-range hotel / 3-star,11,6,15404.82,reference-derived scenario
20041,Eastern Province,1.02,MID,Budget hotel / 1-2 star,7,4,7584.41,reference-derived scenario
20042,Eastern Province,1.02,MID,Budget hotel / 1-2 star,3,2,8542.63,reference-derived scenario
20043,Upcountry / Central Highlands,1.08,MID,Mid-range villa,11,6,22225.95,reference-derived scenario
20044,Cultural Triangle / North Central,1.05,MID,Boutique guesthouse,17,9,27757.66,reference-derived scenario
20045,North Western Province,1.03,LOW,Budget guesthouse,17,9,4959.35,reference-derived scenario
20046,Uva Province,1.02,MID,Budget hotel / 1-2 star,9,5,9843.6,reference-derived scenario
20047,Sabaragamuwa Province,1.0,MID,Budget guesthouse,15,8,6657.19,reference-derived scenario
20048,Western Province,1.18,MID,Budget guesthouse,3,2,7611.86,reference-derived scenario
20049,Northern Province,1.0,MID,Mid-range hotel / 3-star,14,7,16261.34,reference-derived scenario
20050,Northern Province,1.0,MID,Serviced apartment,3,2,17224.07,reference-derived scenario
20051,Western Province,1.18,HIGH,Luxury / 4-star hotel,13,7,35422.81,reference-derived scenario
20052,Eastern Province,1.02,MID,Boutique guesthouse,11,6,22453.86,reference-derived scenario
20053,Western Province,1.18,LOW,Hostel / dorm,8,4,3422.71,reference-derived scenario
20054,Cultural Triangle / North Central,1.05,MID,Budget guesthouse,17,9,5587.5,reference-derived scenario
20055,Northern Province,1.0,HIGH,Private villa,16,8,59374.71,reference-derived scenario
20056,North Western Province,1.03,LOW,Budget guesthouse,4,2,5187.71,reference-derived scenario
20057,Cultural Triangle / North Central,1.05,LOW,Homestay,11,6,4599.43,reference-derived scenario
20058,Sabaragamuwa Province,1.0,HIGH,Serviced apartment,3,2,15803.96,reference-derived scenario
20059,North Western Province,1.03,LOW,Budget guesthouse,16,8,6148.99,reference-derived scenario
20060,North Western Province,1.03,MID,Budget hotel / 1-2 star,19,10,8130.25,reference-derived scenario
20061,Cultural Triangle / North Central,1.05,MID,Homestay,3,2,4551.11,reference-derived scenario
20062,Northern Province,1.0,LOW,Budget guesthouse,4,2,5154.2,reference-derived scenario
20063,Sabaragamuwa Province,1.0,MID,Serviced apartment,3,2,14873.89,reference-derived scenario
20064,Uva Province,1.02,LOW,Budget hotel / 1-2 star,10,5,7359.69,reference-derived scenario
20065,Western Province,1.18,HIGH,Private villa,6,3,73418.55,reference-derived scenario
20066,Upcountry / Central Highlands,1.08,MID,Hostel / dorm,19,10,2838.16,reference-derived scenario
20067,Western Province,1.18,MID,Budget hotel / 1-2 star,11,6,9379.15,reference-derived scenario
20068,Eastern Province,1.02,LOW,Budget guesthouse,13,7,5063.72,reference-derived scenario
20069,Cultural Triangle / North Central,1.05,LOW,Budget guesthouse,19,10,5906.82,reference-derived scenario
20070,North Western Province,1.03,LOW,Budget hotel / 1-2 star,20,10,7616.97,reference-derived scenario
20071,Cultural Triangle / North Central,1.05,LOW,Homestay,19,10,4531.09,reference-derived scenario
20072,Eastern Province,1.02,MID,Homestay,18,9,4729.3,reference-derived scenario
20073,Sabaragamuwa Province,1.0,LOW,Budget hotel / 1-2 star,7,4,8774.06,reference-derived scenario
20074,Eastern Province,1.02,MID,Boutique guesthouse,2,1,19930.35,reference-derived scenario
20075,Southern Province,1.2,LOW,Hostel / dorm,13,7,2783.29,reference-derived scenario
20076,Sabaragamuwa Province,1.0,HIGH,Boutique guesthouse,18,9,22968.76,reference-derived scenario
20077,Northern Province,1.0,HIGH,Serviced apartment,16,8,21895.17,reference-derived scenario
20078,Upcountry / Central Highlands,1.08,MID,Budget guesthouse,4,2,6319.53,reference-derived scenario
20079,Uva Province,1.02,LOW,Homestay,6,3,3862.52,reference-derived scenario
20080,Cultural Triangle / North Central,1.05,LOW,Hostel / dorm,3,2,2707.32,reference-derived scenario
20081,Western Province,1.18,MID,Mid-range hotel / 3-star,15,8,18402.43,reference-derived scenario
20082,Northern Province,1.0,MID,Boutique guesthouse,8,4,25656.34,reference-derived scenario
20083,Eastern Province,1.02,MID,Boutique guesthouse,20,10,25755.71,reference-derived scenario
20084,Cultural Triangle / North Central,1.05,LOW,Homestay,11,6,4820.03,reference-derived scenario
20085,Cultural Triangle / North Central,1.05,MID,Budget guesthouse,18,9,6457.46,reference-derived scenario
20086,Eastern Province,1.02,HIGH,Serviced apartment,5,3,20119.65,reference-derived scenario
20087,Eastern Province,1.02,HIGH,Serviced apartment,7,4,15224.17,reference-derived scenario
20088,Northern Province,1.0,LOW,Hostel / dorm,9,5,2666.31,reference-derived scenario
20089,North Western Province,1.03,LOW,Hostel / dorm,2,1,2463.61,reference-derived scenario
20090,Upcountry / Central Highlands,1.08,LOW,Budget hotel / 1-2 star,11,6,8862.86,reference-derived scenario
20091,Western Province,1.18,LOW,Homestay,14,7,4783.82,reference-derived scenario
20092,North Western Province,1.03,MID,Budget hotel / 1-2 star,6,3,9234.12,reference-derived scenario
20093,North Western Province,1.03,LOW,Hostel / dorm,4,2,2831.51,reference-derived scenario
20094,Western Province,1.18,LOW,Budget guesthouse,11,6,6622.41,reference-derived scenario
20095,North Western Province,1.03,LOW,Hostel / dorm,13,7,2989.36,reference-derived scenario
20096,Southern Province,1.2,MID,Mid-range villa,8,4,21707.2,reference-derived scenario
20097,Northern Province,1.0,HIGH,Private villa,11,6,65030.59,reference-derived scenario
20098,Uva Province,1.02,MID,Budget guesthouse,11,6,4782.37,reference-derived scenario
20099,Sabaragamuwa Province,1.0,MID,Mid-range villa,19,10,17191.23,reference-derived scenario
20100,Western Province,1.18,HIGH,Luxury resort,20,10,109567.39,reference-derived scenario
20101,Western Province,1.18,LOW,Budget guesthouse,2,1,6120.6,reference-derived scenario
20102,Northern Province,1.0,MID,Hostel / dorm,9,5,2894.05,reference-derived scenario
20103,North Western Province,1.03,MID,Mid-range villa,6,3,19336.25,reference-derived scenario
20104,Northern Province,1.0,LOW,Budget guesthouse,9,5,5076.83,reference-derived scenario
20105,Upcountry / Central Highlands,1.08,LOW,Budget guesthouse,10,5,6192.39,reference-derived scenario
20106,Northern Province,1.0,MID,Homestay,10,5,4767.09,reference-derived scenario
20107,Sabaragamuwa Province,1.0,LOW,Budget guesthouse,15,8,6167.43,reference-derived scenario
20108,Southern Province,1.2,HIGH,Private villa,5,3,72473.78,reference-derived scenario
20109,Upcountry / Central Highlands,1.08,MID,Mid-range villa,10,5,16377.2,reference-derived scenario
20110,Northern Province,1.0,MID,Mid-range villa,5,3,18987.91,reference-derived scenario
20111,Uva Province,1.02,LOW,Budget guesthouse,13,7,6192.63,reference-derived scenario
20112,Southern Province,1.2,MID,Budget guesthouse,2,1,5972.39,reference-derived scenario
20113,Sabaragamuwa Province,1.0,MID,Serviced apartment,13,7,21275.84,reference-derived scenario
20114,Cultural Triangle / North Central,1.05,HIGH,Boutique hotel / villa,8,4,49586.83,reference-derived scenario
20115,Sabaragamuwa Province,1.0,HIGH,Luxury / 4-star hotel,5,3,29588.04,reference-derived scenario
20116,Uva Province,1.02,HIGH,Boutique guesthouse,3,2,20338.79,reference-derived scenario
20117,Western Province,1.18,HIGH,Luxury / 4-star hotel,10,5,48762.93,reference-derived scenario
20118,Upcountry / Central Highlands,1.08,LOW,Hostel / dorm,1,1,2358.45,reference-derived scenario
20119,Western Province,1.18,LOW,Hostel / dorm,3,2,2957.27,reference-derived scenario
20120,North Western Province,1.03,MID,Serviced apartment,15,8,18839.25,reference-derived scenario
20121,Sabaragamuwa Province,1.0,LOW,Homestay,15,8,3752.09,reference-derived scenario
20122,Uva Province,1.02,HIGH,Boutique hotel / villa,5,3,40198.54,reference-derived scenario
20123,Eastern Province,1.02,LOW,Homestay,7,4,5135.61,reference-derived scenario
20124,Uva Province,1.02,MID,Boutique guesthouse,1,1,26313.24,reference-derived scenario
20125,Cultural Triangle / North Central,1.05,LOW,Budget guesthouse,10,5,4873.79,reference-derived scenario
20126,Northern Province,1.0,MID,Serviced apartment,4,2,16167.15,reference-derived scenario
20127,Uva Province,1.02,HIGH,Luxury / 4-star hotel,19,10,33514.52,reference-derived scenario
20128,Northern Province,1.0,MID,Serviced apartment,4,2,15624.86,reference-derived scenario
20129,Sabaragamuwa Province,1.0,MID,Homestay,18,9,5197.78,reference-derived scenario
20130,Western Province,1.18,LOW,Budget guesthouse,17,9,5831.33,reference-derived scenario
20131,Cultural Triangle / North Central,1.05,MID,Budget hotel / 1-2 star,18,9,8987.3,reference-derived scenario
20132,Eastern Province,1.02,MID,Boutique guesthouse,20,10,26975.4,reference-derived scenario
20133,Western Province,1.18,HIGH,Boutique guesthouse,13,7,28658.89,reference-derived scenario
20134,Northern Province,1.0,LOW,Budget hotel / 1-2 star,5,3,7379.92,reference-derived scenario
20135,Northern Province,1.0,MID,Hostel / dorm,4,2,2248.01,reference-derived scenario
20136,Western Province,1.18,MID,Serviced apartment,19,10,23257.17,reference-derived scenario
20137,Uva Province,1.02,MID,Budget hotel / 1-2 star,16,8,9735.83,reference-derived scenario
20138,Eastern Province,1.02,LOW,Homestay,6,3,4544.31,reference-derived scenario
20139,Southern Province,1.2,HIGH,Boutique hotel / villa,3,2,53567.43,reference-derived scenario
20140,North Western Province,1.03,LOW,Hostel / dorm,6,3,2380.42,reference-derived scenario
20141,Eastern Province,1.02,LOW,Budget guesthouse,2,1,5506.19,reference-derived scenario
20142,Upcountry / Central Highlands,1.08,MID,Serviced apartment,13,7,20151.46,reference-derived scenario
20143,Northern Province,1.0,LOW,Hostel / dorm,8,4,2728.2,reference-derived scenario
20144,Upcountry / Central Highlands,1.08,LOW,Budget guesthouse,10,5,6018.98,reference-derived scenario
20145,Eastern Province,1.02,MID,Mid-range villa,2,1,17220.99,reference-derived scenario
20146,Upcountry / Central Highlands,1.08,HIGH,Luxury / 5-star hotel,14,7,81295.68,reference-derived scenario
20147,Southern Province,1.2,HIGH,Luxury / 5-star hotel,19,10,72815.2,reference-derived scenario
20148,Southern Province,1.2,LOW,Hostel / dorm,15,8,3012.85,reference-derived scenario
20149,Uva Province,1.02,MID,Mid-range villa,13,7,18712.33,reference-derived scenario
20150,Uva Province,1.02,MID,Budget hotel / 1-2 star,9,5,7181.52,reference-derived scenario
20151,Upcountry / Central Highlands,1.08,LOW,Homestay,5,3,5665.32,reference-derived scenario
20152,Eastern Province,1.02,LOW,Hostel / dorm,17,9,2491.26,reference-derived scenario
20153,Sabaragamuwa Province,1.0,LOW,Homestay,14,7,4794.31,reference-derived scenario
20154,Eastern Province,1.02,LOW,Hostel / dorm,14,7,2788.41,reference-derived scenario
20155,Eastern Province,1.02,MID,Boutique guesthouse,14,7,25288.67,reference-derived scenario
20156,Cultural Triangle / North Central,1.05,LOW,Homestay,16,8,4090.54,reference-derived scenario
20157,Southern Province,1.2,LOW,Homestay,9,5,6371.08,reference-derived scenario
20158,Southern Province,1.2,LOW,Budget hotel / 1-2 star,16,8,10120.64,reference-derived scenario
20159,Southern Province,1.2,MID,Boutique guesthouse,13,7,30188.1,reference-derived scenario
20160,Upcountry / Central Highlands,1.08,MID,Hostel / dorm,2,1,2292.1,reference-derived scenario
20161,Eastern Province,1.02,LOW,Budget guesthouse,18,9,5575.01,reference-derived scenario
20162,Sabaragamuwa Province,1.0,LOW,Hostel / dorm,16,8,2466.48,reference-derived scenario
20163,North Western Province,1.03,HIGH,Boutique guesthouse,1,1,25497.51,reference-derived scenario
20164,Uva Province,1.02,HIGH,Luxury / 5-star hotel,8,4,68041.59,reference-derived scenario
20165,North Western Province,1.03,MID,Mid-range villa,8,4,15497.35,reference-derived scenario
20166,Eastern Province,1.02,LOW,Hostel / dorm,20,10,2200.79,reference-derived scenario
20167,Western Province,1.18,LOW,Budget hotel / 1-2 star,11,6,11455.88,reference-derived scenario
20168,Uva Province,1.02,MID,Budget guesthouse,1,1,6802.1,reference-derived scenario
20169,Eastern Province,1.02,LOW,Hostel / dorm,14,7,2438.45,reference-derived scenario
20170,Sabaragamuwa Province,1.0,MID,Hostel / dorm,17,9,2191.52,reference-derived scenario
20171,Sabaragamuwa Province,1.0,LOW,Hostel / dorm,1,1,2990.94,reference-derived scenario
20172,Southern Province,1.2,MID,Mid-range villa,20,10,18249.64,reference-derived scenario
20173,Sabaragamuwa Province,1.0,LOW,Hostel / dorm,19,10,2795.26,reference-derived scenario
20174,North Western Province,1.03,HIGH,Mid-range villa,2,1,22444.3,reference-derived scenario
20175,Western Province,1.18,MID,Budget guesthouse,13,7,7088.75,reference-derived scenario
20176,North Western Province,1.03,LOW,Budget guesthouse,10,5,5719.2,reference-derived scenario
20177,North Western Province,1.03,HIGH,Luxury resort,15,8,69802.63,reference-derived scenario
20178,Cultural Triangle / North Central,1.05,HIGH,Boutique hotel / villa,12,6,55593.32,reference-derived scenario
20179,Western Province,1.18,MID,Mid-range villa,13,7,20444.18,reference-derived scenario
20180,Northern Province,1.0,LOW,Homestay,13,7,4631.37,reference-derived scenario
20181,Southern Province,1.2,LOW,Homestay,12,6,6550.02,reference-derived scenario
20182,Cultural Triangle / North Central,1.05,HIGH,Boutique hotel / villa,14,7,51179.66,reference-derived scenario
20183,Cultural Triangle / North Central,1.05,LOW,Budget hotel / 1-2 star,20,10,8596.56,reference-derived scenario
20184,Uva Province,1.02,LOW,Budget hotel / 1-2 star,6,3,7334.9,reference-derived scenario
20185,Eastern Province,1.02,HIGH,Luxury resort,17,9,78080.86,reference-derived scenario
20186,Eastern Province,1.02,MID,Homestay,1,1,4401.31,reference-derived scenario
20187,Northern Province,1.0,HIGH,Boutique hotel / villa,15,8,42454.23,reference-derived scenario
20188,Southern Province,1.2,MID,Budget guesthouse,2,1,7075.35,reference-derived scenario
20189,Eastern Province,1.02,LOW,Homestay,3,2,5516.79,reference-derived scenario
20190,Uva Province,1.02,LOW,Hostel / dorm,10,5,2996.1,reference-derived scenario
20191,Cultural Triangle / North Central,1.05,HIGH,Boutique hotel / villa,19,10,38855.89,reference-derived scenario
20192,Western Province,1.18,HIGH,Private villa,3,2,76225.88,reference-derived scenario
20193,Upcountry / Central Highlands,1.08,MID,Mid-range hotel / 3-star,13,7,18711.21,reference-derived scenario
20194,Uva Province,1.02,LOW,Budget guesthouse,5,3,6776.02,reference-derived scenario
20195,Uva Province,1.02,LOW,Hostel / dorm,13,7,2331.83,reference-derived scenario
20196,North Western Province,1.03,HIGH,Boutique hotel / villa,13,7,56290.74,reference-derived scenario
20197,Sabaragamuwa Province,1.0,LOW,Budget hotel / 1-2 star,12,6,8985.63,reference-derived scenario
20198,Eastern Province,1.02,HIGH,Boutique hotel / villa,12,6,54448.03,reference-derived scenario
20199,Sabaragamuwa Province,1.0,LOW,Budget guesthouse,16,8,4639.07,reference-derived scenario
20200,Western Province,1.18,LOW,Hostel / dorm,1,1,3166.83,reference-derived scenario
20201,Uva Province,1.02,LOW,Budget hotel / 1-2 star,8,4,9185.9,reference-derived scenario
20202,Northern Province,1.0,LOW,Homestay,10,5,4157.39,reference-derived scenario
20203,Eastern Province,1.02,MID,Budget hotel / 1-2 star,12,6,9302.69,reference-derived scenario
20204,Sabaragamuwa Province,1.0,HIGH,Private villa,8,4,50120.7,reference-derived scenario
20205,North Western Province,1.03,MID,Boutique guesthouse,13,7,19352.32,reference-derived scenario
20206,Cultural Triangle / North Central,1.05,HIGH,Private villa,19,10,69433.58,reference-derived scenario
20207,Sabaragamuwa Province,1.0,HIGH,Private villa,10,5,54645.54,reference-derived scenario
20208,Southern Province,1.2,MID,Homestay,3,2,4958.87,reference-derived scenario
20209,Western Province,1.18,MID,Budget hotel / 1-2 star,13,7,11225.86,reference-derived scenario
20210,Eastern Province,1.02,LOW,Homestay,15,8,4183.43,reference-derived scenario
20211,Uva Province,1.02,MID,Mid-range villa,5,3,20273.86,reference-derived scenario
20212,Sabaragamuwa Province,1.0,MID,Budget hotel / 1-2 star,3,2,8191.73,reference-derived scenario
20213,Western Province,1.18,HIGH,Luxury / 5-star hotel,8,4,79495.12,reference-derived scenario
20214,Upcountry / Central Highlands,1.08,LOW,Homestay,18,9,5103.6,reference-derived scenario
20215,Cultural Triangle / North Central,1.05,MID,Mid-range villa,8,4,17560.86,reference-derived scenario
